32q,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),Eng Displ,# Cyl,Trans in FE Guide (MFR entered for data entered after May 13 2011),City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler? ,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,"Trans, Other",# Gears,Trans Lockup,Trans Creeper Gear,Drive Sys,Drive Desc,Max Ethanol % - Gasoline,Max Biodiesel %,Range1 - Model Type Driving Range - Conventional Fuel,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,Gas Guzzler Exempt (Where Truck = 1975 NHTSA truck definition),Gas Guzzler Exempt Desc (Where Truck = 1975 NHTSA truck definition),2Dr Pass Vol,2Dr Lugg Vol,4Dr Pass Vol,4Dr Lugg Vol,Htchbk Pass Vol,Htchbk Lugg Vol,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,City2 FE (Guide) - Alternative Fuel,Hwy2 Fuel FE (Guide) - Alternative Fuel,Comb2 Fuel FE (Guide) - Alternative Fuel,City2 Unadj FE - Alternative Fuel,Hwy2 Unadj FE - Alternative Fuel,Comb2 Unadj FE - Alternative Fuel,City2 Unrd Adj FE - Alternative Fuel,Hwy2 Unrd Adj FE - Alternative Fuel,Cmb2 Unrd Adj FE - Alternative Fuel, Range2 - Alt Fuel Model Typ Driving Range - Alternative Fuel, Fuel2 Usage - Alternative Fuel, Fuel2 Usage Desc - Alternative Fuel,Fuel2 Unit - Alternative Fuel,Fuel2 Unit Desc - Alternative Fuel,Fuel2 Annual Fuel Cost - Alternative Fuel,Fuel2 EPA Calculated Annual Fuel Cost - Alternative Fuel,Descriptor - Model Type (40 Char or less),Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Car/Truck Category - Cash for Clunkers Bill.,Calc Approach Desc,Release Date,EPA FE Label Dataset ID,,Unique Label?,Label Recalc?,Relabel,Relabel Desc,Suppressed?,Police/Emerg?,Comments - Mfr Eng Cnfg,Cyl Deact?,Cyl Deact Desc,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Var Valve Lift Desc,Energy Storage Device Desc,"Energy Storage Device,If Other",# Batteries,Battery Type Desc,"Battery Type, If Other",Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Comments,# Capacitors,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,Fuel Cell Desc,Usable H2 Fill Capacity (kg),Fuel Cell Onboard H2 Capacity (kg),HEV-EV Comments,# Drive Motor Gen,Motor Gen Type Desc,"Motor Gen Type, If Other",Rated Motor Gen Power (kW),Fuel Metering Type 1 Desc,Fuel Metering Type 2 Desc,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Eng Mgmt System (Stop/Start Sys) Code,Eng Mgmt System (Stop/Start Sys) Description,Model Type Desc (MFR entered),Charge Depleting Calc Appr Code,Charge Depleting Calc Appr Desc,Charge Sustaining Calc Appr Code,Charge Sustaining Calc Appr Desc,EPA Calculated Annual Fuel Cost,EPA Calculated Gas Guzzler MPG,MFR Calculated Gas Guzzler MPG ,EPA Calculated Gas Guzzler Indicator (Y or N)
2012,Chrysler Group LLC,Dodge,Charger,CRX,113,3.6,6,Auto(A8),19,31,23,24,43.1,29.9783,19.067,30.6564,22.9756,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",85,,440,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,16,,,1958,2414,14,23,17,17.3,31.7,21.745,13.9868,22.8022,16.9326,320,E,Ethanol (E85),MPG,miles per gallon,2866,2866,FFV; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/12/2011,7658,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-30,N,No,,,,,,,,30.2,
2012,Chrysler Group LLC,Dodge,Charger,CRX,104,5.7,8,Auto(A5),16,25,19,19.3,34.5,24.0727,15.522,24.7476,18.6507,,NA,Naturally Aspirated,A,Automatic,,5,Y,N,R,"2-Wheel Drive, Rear",10,,,GM,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,16,,,2446,3038,,,,,,,,,,,,,,,,,,1,1,6,Large Cars,car,Derived 5-cycle label,7/29/2011,7642,,N,N,,,N,N,,Y,Solenoids,Y,Cam phasers,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-20,N,No,,,,,,,,24.3,
2012,Chrysler Group LLC,Dodge,Charger AWD,CRX,115,3.6,6,Auto(A8),18,27,21,23,38.1,27.9923,18.32,27.2332,21.4842,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,A,All Wheel Drive,85,,400,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,16,,,2142,2642,14,20,16,16.8,27.8,20.4394,13.6005,20.0743,15.9093,310,E,Ethanol (E85),MPG,miles per gallon,3047,3047,FFV; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/12/2011,7661,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-30,N,No,,,,,,,,28.2,
2012,Chrysler Group LLC,Dodge,Charger AWD,CRX,108,5.7,8,Auto(A5),15,23,18,18.1499,32.5997,22.6721,14.6424,23.4308,17.6157,,NA,Naturally Aspirated,A,Automatic,,5,Y,N,A,All Wheel Drive,10,,,GM,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,16,,,2585,3211,,,,,,,,,,,,,,,,,,1,1,6,Large Cars,car,Derived 5-cycle label,7/29/2011,7646,,N,N,,,N,N,,Y,Solenoids,Y,Cam phasers,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-20,N,No,,,,,,,,22.8,
2012,Chrysler Group LLC,Dodge,Charger SRT8,CRX,121,6.4,8,Auto(A5),14,23,17,17.4,31.8,21.8531,14.0639,22.8718,17.012,G,NA,Naturally Aspirated,A,Automatic,,5,Y,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,105,16,,,2822,3484,,,,,,,,,,,,,,,,,,1,1,6,Large Cars,car,Derived 5-cycle label,7/29/2011,7648,,N,N,,,N,N,,Y,Solenoids,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W-40,N,No,,,,,,,,22,
2012,Ford Motor Company,Ford Division,TAURUS AWD,FMX,93,3.5,6,Auto(S6),17,26,20,21.4,35.7,26.1056,17.1167,25.5781,20.1104,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,20,,,2775,2775,,,,,,,,,,,,,,,,,,2,2,6,Large Cars,car,Derived 5-cycle label,7/18/2011,8271,,N,N,,,N,N,3.5L Flex,N,,Y,"Intake Variable Cam Timing, hydraulic activated",N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-20 GF-5,N,No,3.5L,,,,,,,26.3,
2012,Ford Motor Company,Ford Division,TAURUS AWD,FMX,126,3.5,6,Auto(S6),17,25,20,21.0657,34.296,25.4908,16.864,24.6063,19.6457,,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,20,,,2775,2775,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,7/18/2011,8272,,N,N,,,N,N,3.5L Taurus,N,,Y,"Variable Cam Timing, Hydraulic, computer controlled",N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30 GF-5,N,No,3.5L,,,,,,,25.7,
2012,Ford Motor Company,Ford Division,TAURUS FWD,FMX,96,3.5,6,Auto(A6),18,28,22,22.7,38.8,27.9119,18.2237,27.9651,21.6114,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,20,,,2525,2525,,,,,,,,,,,,,,,,,,2,2,6,Large Cars,car,Vehicle Specific 5-cycle label,7/18/2011,8268,,N,N,,,N,N,3.5L Taurus,N,,Y,"Intake variable cam timing, hydraulic activated",N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-20 GF-5,N,No,3.5L,,,,,,,28.1,
2012,Ford Motor Company,Ford Division,TAURUS FWD,FMX,95,3.5,6,Auto(S6),18,27,21,22.4,37.6,27.381,17.8699,26.8891,21.0467,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,20,,,2642,2642,,,,,,,,,,,,,,,,,,2,2,6,Large Cars,car,Derived 5-cycle label,7/18/2011,8269,,N,N,,,N,N,3.5L Taurus,N,,Y,"Intake variable cam timing, hydraulic activated",N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-20 GF-5,N,No,,,,,,,,27.6,
2012,Honda,Honda,ACCORD 4DR SEDAN,HNX,16,2.4,4,Auto(A5),23,34,27,28.6637,47.8539,34.9752,22.5005,33.8801,26.5069,,NA,Naturally Aspirated,A,Automatic,,5,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,106,15,,,2054,2054,,,,,,,,,,,,,,,,,,2,2,6,Large Cars,car,Derived 5-cycle label,8/17/2011,8300,,N,N,,,N,N,,N,,Y,Variable valve Timing and lift Electronic Control (VTEC) system is applied.,Y,Variable valve Timing and lift Electronic Control (VTEC) system is applied.,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,35.2,
2012,Honda,Honda,ACCORD 4DR SEDAN,HNX,15,2.4,4,Manual(M5),23,34,27,29.5693,47.3728,35.5879,23.1577,33.5553,26.91,,NA,Naturally Aspirated,M,Manual,,5,N,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,106,15,,,2054,2054,,,,,,,,,,,,,,,,,,2,2,6,Large Cars,car,Derived 5-cycle label,8/17/2011,8311,,N,N,,,N,N,,N,,Y,Variable valve Timing and lift Electronic Control (VTEC) system is applied.,Y,Variable valve Timing and lift Electronic Control (VTEC) system is applied.,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,35.8,
2012,Honda,Honda,ACCORD 4DR SEDAN,HNX,25,3.5,6,Auto(A5),20,30,24,25.3,42.6,30.9573,20.0324,30.3156,23.641,,NA,Naturally Aspirated,A,Automatic,,5,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,106,15,,,2314,2314,,,,,,,,,,,,,,,,,,2,2,6,Large Cars,car,Derived 5-cycle label,8/17/2011,8234,,N,N,,,N,N,For Accord AT Model only.,Y,Variable Cylinder Management (VCM) is applied for Accord AT model only.,Y,Variable valve Timing and lift Electronic Control (VTEC) system is applied.,Y,Variable valve Timing and lift Electronic Control (VTEC) system is applied.,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,31.2,
2012,Hyundai,HYUNDAI MOTOR COMPANY,AZERA,HYX,35,3.3,6,Auto(A6),20,29,23,25.5,40.8494,30.6892,20.1804,29.1197,23.415,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,106,16,,,2414,2414,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,12/15/2011,8947,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30 ACEA A5,N,No,,,,,,,,30.9,
2012,Hyundai,HYUNDAI MOTOR COMPANY,EQUUS,HYX,6,5.0,8,Auto(A8),15,23,18,19.0869,32.2369,23.3783,15.3592,23.176,18.1075,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,111,17,,,3294,3294,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,6/24/2011,7932,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-20 GF4,N,No,,,,,,,,23.5,
2012,Hyundai,HYUNDAI MOTOR COMPANY,GENESIS,HYX,2,3.8,6,Auto(A8),19,29,22,23.5,40.1,28.8799,18.694,28.6065,22.1475,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,109,16,,,2525,2525,,,,,,,,,,,,,,,,,SIDI; SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,3/15/2011,7926,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,N,No,,,,,,,,29.1,
2012,Hyundai,HYUNDAI MOTOR COMPANY,GENESIS,HYX,5,4.6,8,Auto(A8),17,26,20,20.9,35.6,25.6698,16.7386,25.509,19.8023,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,109,16,,,2962,2962,,,,,,,,,,,,,,,,,,2,2,6,Large Cars,car,Derived 5-cycle label,5/2/2011,7927,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,N,,N,5W20 GF4,N,No,,,,,,,,25.9,
2012,Hyundai,HYUNDAI MOTOR COMPANY,GENESIS,HYX,29,5.0,8,Auto(A8),17,26,20,21.3,36.4,26.1888,16.978,25.8943,20.0911,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,109,16,,,2962,2962,,,,,,,,,,,,,,,,,SIDI; SIDI; ,2,2,6,Large Cars,car,Vehicle Specific 5-cycle label,7/1/2011,8171,,Y,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,N,No,,,,,,,,26.4,
2012,Hyundai,HYUNDAI MOTOR COMPANY,GENESIS R SPEC,HYX,1,5.0,8,Auto(A8),16,25,19,19.9,34,24.4657,16.0913,24.5265,19.0377,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,109,16,,,3117,3117,,,,,,,,,,,,,,,,,SIDI; SIDI; ,2,2,6,Large Cars,car,Vehicle Specific 5-cycle label,3/21/2011,7928,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,N,No,,,,,,,,24.6,
2012,Hyundai,HYUNDAI MOTOR COMPANY,SONATA,HYX,15,2.0,4,Auto(A6),22,34,26,28.4,47.5,34.6742,22.3085,33.6412,26.2945,,TC,Turbocharged,A,Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,104,16,,,2137,2137,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,6/1/2011,7919,,N,N,,,N,N,,N,,Y,Apply VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-30 ACEA,N,No,,,,,,,,34.9,
2012,Hyundai,HYUNDAI MOTOR COMPANY,SONATA,HYX,16,2.4,4,Auto(A6),24,35,28,30.2388,49,36.5334,23.6416,34.6529,27.5862,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,104,16,,,1981,1981,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,6/1/2011,7925,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-20 GF4,N,No,,,,,,,,36.8,
2012,Hyundai,HYUNDAI MOTOR COMPANY,SONATA,HYX,17,2.4,4,Manual(M6),24,35,28,30.2,48.9,36.4772,23.6136,34.5855,27.546,,NA,Naturally Aspirated,M,Manual,,6,N,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,104,16,,,1981,1981,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,6/1/2011,7920,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-20 GF4,N,No,,,,,,,,36.7,
2012,Jaguar Cars,Jaguar Cars Ltd,Jaguar XJ,JCX,7,5.0,8,Auto(S6),16,23,19,19.887,32.6266,24.1262,15.9794,23.4287,18.6475,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,18,,,3117,3117,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,7/14/2011,7777,,Y,N,,,N,N,Naturally Aspirated version.,N,,Y,VVT on inlet & exhaust. Electronic control,Y,Inlet valves only,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,N,N,N,5W20 GF4,N,No,XJ SWB model,,,,,,,24.3,
2012,Jaguar Cars,Jaguar Cars Ltd,Jaguar XJ,JCX,8,5.0,8,Auto(S6),15,21,17,18.5218,29.8172,22.3281,14.9098,21.4759,17.2884,,SC,Supercharged,SA,Semi-Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,18,,,3484,3484,,,,,,,,,,,,,,,,,SIDI; Long Wheelbase,2,2,6,Large Cars,car,Derived 5-cycle label,7/14/2011,7781,,Y,N,,,N,N,Supercharged engine. Power limited to 510HP by electronic throttle map.,N,,Y,VVT on inlet & exhaust. Electronic control.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,N,N,N,5W20 GF4,N,No,XJ Supercharged LWB,,,,,,,22.5,
2012,Jaguar Cars,Jaguar Cars Ltd,Jaguar XJ,JCX,11,5.0,8,Auto(S6),15,21,17,18.5218,29.8172,22.3281,14.9098,21.4759,17.2884,,SC,Supercharged,SA,Semi-Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,18,,,3484,3484,,,,,,,,,,,,,,,,,SIDI; Short Wheelbase,2,2,6,Large Cars,car,Derived 5-cycle label,7/14/2011,7780,,Y,N,,,N,N,Supercharged engine. Power limited to 510HP by electronic throttle map.,N,,Y,VVT on inlet & exhaust. Electronic control.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,N,N,N,5W20 GF4,N,No,XJ Supercharged SWB,,,,,,,22.5,
2012,Jaguar Cars,Jaguar Cars Ltd,Jaguar XJ LWB,JCX,9,5.0,8,Auto(S6),15,22,18,18.9574,31.0733,22.9915,15.2927,22.3839,17.8353,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,109,18,,,3294,3294,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,7/14/2011,7778,,Y,N,,,N,N,Naturally Aspirated version.,N,,Y,VVT on inlet & exhaust. Electronic control,Y,Inlet valves only,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,N,N,N,5W20 GF4,N,No,XJ LWB model,,,,,,,23.2,
2012,Ford Motor Company,Lincoln Truck,MKS AWD,FMX,125,3.5,6,Auto(S6),17,25,20,21.0657,34.296,25.4908,16.864,24.6063,19.6457,,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,18,,,2775,2775,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,7/18/2011,8267,,N,N,,,N,N,3.5L  MKS / Flex / MKT,N,,Y,"Variable Cam Timing, Hydraulic, computer controlled",N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30 GF-5,N,No,3.5L,,,,,,,25.7,
2012,Ford Motor Company,Lincoln Truck,MKS AWD,FMX,92,3.7,6,Auto(S6),16,23,19,20.4,31.7,24.2976,16.3595,22.8022,18.7425,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,18,,,2919,2919,,,,,,,,,,,,,,,,,,2,2,6,Large Cars,car,Derived 5-cycle label,7/18/2011,8266,,N,N,,,N,N,3.7L MKS,N,,Y,"Intake variable cam timing, hydraulic activated",N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-20 GF-5,N,No,3.7L,,,,,,,24.5,
2012,Ford Motor Company,Lincoln Truck,MKS FWD,FMX,94,3.5,6,Auto(S6),17,25,20,21.4,34.3,25.7596,17.1167,24.609,19.834,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,18,,,2775,2775,,,,,,,,,,,,,,,,,,2,2,6,Large Cars,car,Derived 5-cycle label,7/18/2011,8265,,N,N,,,N,N,3.5L Flex,N,,Y,"Intake Variable Cam Timing, hydraulic activated",N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-20 GF-5,N,No,3.7L,,,,,,,25.9,
2012,Maserati,MASERATI,QUATTROPORTE,MAX,16,4.7,8,Auto(A6),12,19,15,15.2459,26.0499,18.7442,12.3932,18.8434,14.6498,G,NA,Naturally Aspirated,A,Automatic,,6,N,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,121,8,,,3952,3952,,,,,,,,,,,,,,,,,,2,2,6,Large Cars,car,Derived 5-cycle label,7/22/2011,7084,,Y,N,,,N,N,This is carry-over engine configuration information for the 4.7L engine. This variant has 424 hp.,N,Not Applicable.,Y,Variable camshaft timing for exhaust and inlet.,N,Not Applicable.,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,N,,N,SAE 5W/40 API SL/CF,N,No,,,,,,,,18.9,
2012,Mercedes-Benz,Mercedes-Benz,S 350 BLUETEC 4MATIC,MBX,209,3.0,6,Auto(A7),21,31,25,26.4839,44.2415,32.3219,20.906,31.4332,24.6158,,TC,Turbocharged,A,Automatic,,7,Y,N,4,4-Wheel Drive,,5,,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,N,Not exempt,,,109,16,,,2370,2370,,,,,,,,,,,,,,,,,,2,2,6,Large Cars,car,Derived 5-cycle label,9/5/2011,8510,,,N,,,N,N,,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,CRDI,Common Rail Direct Diesel Injection,,,N,0W-30,N,No,S 350 BLUETEC 4MATIC,,,,,,,32.6,
2012,Mercedes-Benz,Mercedes-Benz,S 550,MBX,202,4.7,8,Auto(A7),15,25,19,19.5549,33.2649,24.0075,15.3704,24.7239,18.524,,TC,Turbocharged,A,Automatic,,7,Y,N,R,"2-Wheel Drive, Rear",15,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,109,16,,,3117,3117,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Vehicle Specific 5-cycle label,7/20/2011,7731,,,N,,,N,N,,N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W/40,N,No,1,,,,,,,24.2,
2012,Mercedes-Benz,Mercedes-Benz,S 550 4MATIC,MBX,207,4.7,8,Auto(A7),15,24,18,18.7941,32.1822,23.1228,14.6982,23.6402,17.7132,,TC,Turbocharged,A,Automatic,,7,Y,N,4,4-Wheel Drive,15,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,109,16,,,3294,3294,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Vehicle Specific 5-cycle label,7/20/2011,7730,,,N,,,N,N,,N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W/40,N,No,,,,,,,,23.3,
